job_title,company,industry,location,required_skills,experience_level,salary_range,job_description,posting_date,demand_label,Certificates
Cyber Security Analyst,Company_201,Manufacturing,Kolkata,"Power BI, Excel, SQL",Fresher,9-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-08,High,Cybersecurity Essentials
Backend Developer,Company_29,Healthcare,Mumbai,"Python, SQL, Machine Learning",Mid,3-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-12,Medium,None
Data Analyst,Company_488,Finance,Hyderabad,"Python, SQL, Machine Learning",Mid,5-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-14,Low,Google Data Analytics Certificate
Cloud Engineer,Company_389,Finance,Chennai,"Java, Spring, Microservices",Junior,9-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-01,Medium,AWS Certified Solutions Architect
AI Engineer,Company_290,Finance,Bangalore,"Python, SQL, Machine Learning",Senior,4-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-17,High,None
Data Analyst,Company_214,Finance,Kolkata,"JavaScript, React, HTML, CSS",Fresher,7-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-16,Medium,Google Data Analytics Certificate
Product Manager,Company_311,Education,Mumbai,"AWS, Docker, Kubernetes",Senior,3-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-22,Low,None
AI Engineer,Company_279,Telecom,Remote,"Python, SQL, Machine Learning",Senior,4-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-21,Low,None
AI Engineer,Company_34,E-commerce,Kolkata,"Power BI, Excel, SQL",Fresher,8-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-23,Medium,None
Backend Developer,Company_407,IT,Hyderabad,"Python, Data Analysis, Statistics",Senior,5-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-29,Low,None
Software Developer,Company_280,Finance,Hyderabad,"JavaScript, React, HTML, CSS",Mid,9-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-23,High,None
AI Engineer,Company_61,IT,Hyderabad,"JavaScript, React, HTML, CSS",Mid,4-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-16,Medium,None
Software Developer,Company_455,Telecom,Kolkata,"Python, SQL, Machine Learning",Junior,9-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-29,High,None
Frontend Developer,Company_427,Healthcare,Kolkata,"JavaScript, React, HTML, CSS",Fresher,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-15,High,None
Cyber Security Analyst,Company_489,IT,Delhi,"Linux, Networking, Security",Mid,7-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-16,Medium,Cybersecurity Essentials
Cloud Engineer,Company_22,Telecom,Hyderabad,"Python, SQL, Machine Learning",Fresher,4-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-01,Low,AWS Certified Solutions Architect
Business Analyst,Company_437,Education,Pune,"JavaScript, React, HTML, CSS",Senior,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-23,Medium,None
AI Engineer,Company_391,Healthcare,Kolkata,"Java, Spring, Microservices",Junior,9-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-01,Low,None
Data Scientist,Company_115,Education,Pune,"Python, SQL, Machine Learning",Fresher,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-07,Medium,Certified Data Scientist
Business Analyst,Company_172,E-commerce,Mumbai,"Python, Data Analysis, Statistics",Senior,5-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-09,High,None
DevOps Engineer,Company_189,Automobile,Pune,"Python, Deep Learning, NLP",Junior,6-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-16,Medium,None
Business Analyst,Company_334,Automobile,Mumbai,"Java, Spring, Microservices",Senior,5-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-26,Medium,None
Data Scientist,Company_251,Manufacturing,Hyderabad,"Python, Data Analysis, Statistics",Fresher,9-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-11,Low,Certified Data Scientist
Frontend Developer,Company_442,Education,Mumbai,"Python, SQL, Machine Learning",Senior,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-25,Low,None
Data Scientist,Company_367,Automobile,Hyderabad,"Python, SQL, Machine Learning",Mid,7-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-31,High,Certified Data Scientist
Backend Developer,Company_447,Education,Bangalore,"Python, SQL, Machine Learning",Fresher,3-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-31,Medium,None
Backend Developer,Company_82,IT,Chennai,"Python, Data Analysis, Statistics",Senior,7-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-09,Medium,None
DevOps Engineer,Company_268,Manufacturing,Kolkata,"Power BI, Excel, SQL",Junior,4-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-13,Medium,None
DevOps Engineer,Company_425,Education,Bangalore,"AWS, Docker, Kubernetes",Junior,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-01,Low,None
DevOps Engineer,Company_188,IT,Remote,"AWS, Docker, Kubernetes",Mid,9-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-08,High,None
Product Manager,Company_106,Manufacturing,Mumbai,"Python, Data Analysis, Statistics",Mid,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-15,Medium,None
AI Engineer,Company_464,Finance,Remote,"JavaScript, React, HTML, CSS",Junior,7-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-28,High,None
Cloud Engineer,Company_374,Manufacturing,Bangalore,"Python, Deep Learning, NLP",Fresher,5-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-22,Low,AWS Certified Solutions Architect
Data Analyst,Company_186,Manufacturing,Chennai,"Linux, Networking, Security",Junior,6-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-16,Medium,Google Data Analytics Certificate
Software Developer,Company_397,Finance,Mumbai,"JavaScript, React, HTML, CSS",Junior,6-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-10,Low,None
Frontend Developer,Company_488,IT,Pune,"Python, Deep Learning, NLP",Fresher,9-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-23,High,None
Product Manager,Company_183,Manufacturing,Chennai,"Java, Spring, Microservices",Fresher,9-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-03,Low,None
Data Analyst,Company_322,Finance,Mumbai,"AWS, Docker, Kubernetes",Fresher,7-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-25,Medium,Google Data Analytics Certificate
Product Manager,Company_109,Healthcare,Delhi,"Power BI, Excel, SQL",Junior,9-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-13,High,None
AI Engineer,Company_399,E-commerce,Remote,"Linux, Networking, Security",Senior,8-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-22,Low,None
Frontend Developer,Company_334,Finance,Kolkata,"Python, Data Analysis, Statistics",Mid,5-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-16,High,None
ML Engineer,Company_229,Healthcare,Kolkata,"Linux, Networking, Security",Junior,5-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-24,Low,None
Product Manager,Company_227,Automobile,Hyderabad,"Python, Deep Learning, NLP",Mid,5-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-04,High,None
Backend Developer,Company_451,E-commerce,Kolkata,"Python, Data Analysis, Statistics",Junior,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-24,High,None
AI Engineer,Company_152,Telecom,Remote,"Power BI, Excel, SQL",Mid,8-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-08,High,None
Backend Developer,Company_494,Manufacturing,Chennai,"AWS, Docker, Kubernetes",Senior,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-05,Low,None
Data Scientist,Company_249,Automobile,Mumbai,"Python, SQL, Machine Learning",Fresher,10-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-07,High,Certified Data Scientist
Cyber Security Analyst,Company_268,E-commerce,Mumbai,"Java, Spring, Microservices",Mid,4-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-30,Low,Cybersecurity Essentials
Cloud Engineer,Company_36,Automobile,Hyderabad,"Python, Deep Learning, NLP",Mid,8-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-22,Low,AWS Certified Solutions Architect
Product Manager,Company_24,Manufacturing,Hyderabad,"AWS, Docker, Kubernetes",Mid,7-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-28,Low,None
Software Developer,Company_350,Finance,Chennai,"Java, Spring, Microservices",Senior,3-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-29,Medium,None
AI Engineer,Company_420,Automobile,Delhi,"Python, Deep Learning, NLP",Senior,7-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-03,High,None
DevOps Engineer,Company_362,Automobile,Bangalore,"Power BI, Excel, SQL",Junior,9-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-06,Medium,None
Data Analyst,Company_70,Finance,Kolkata,"Linux, Networking, Security",Senior,7-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-19,Low,Google Data Analytics Certificate
Cyber Security Analyst,Company_482,E-commerce,Bangalore,"JavaScript, React, HTML, CSS",Fresher,8-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-25,High,Cybersecurity Essentials
ML Engineer,Company_271,Manufacturing,Mumbai,"JavaScript, React, HTML, CSS",Mid,6-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-26,Medium,None
Software Developer,Company_325,E-commerce,Kolkata,"Python, Deep Learning, NLP",Junior,8-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-24,Medium,None
Data Analyst,Company_477,Education,Bangalore,"Power BI, Excel, SQL",Junior,5-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-25,Medium,Google Data Analytics Certificate
AI Engineer,Company_350,Finance,Kolkata,"Python, Deep Learning, NLP",Mid,6-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-22,Medium,None
Software Developer,Company_360,Automobile,Pune,"Python, Deep Learning, NLP",Fresher,8-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-07,High,None
DevOps Engineer,Company_447,E-commerce,Kolkata,"Python, SQL, Machine Learning",Mid,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-29,High,None
AI Engineer,Company_82,Finance,Kolkata,"Power BI, Excel, SQL",Fresher,10-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-03,Medium,None
